config_key,config_label,model_name,ranking_mode,target_mode,user_id,layer_index,layer_score,attribution_method,attribution_mode
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1046,12,1.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1046,13,1.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1046,14,0.6875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1046,15,0.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,0,1.78125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,1,2.9375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,2,0.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,3,1.6249998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,4,1.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,5,0.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,6,0.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,7,0.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,8,4.6875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,9,0.49999988079071045,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,10,1.1920928955078125e-07,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,11,0.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,12,0.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,13,2.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,14,5.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,1529,15,1.4999998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,0,1.78125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,1,2.9375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,2,0.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,3,1.6249998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,4,1.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,5,0.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,6,0.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,7,0.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,8,4.6875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,9,0.49999988079071045,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,10,1.1920928955078125e-07,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,11,0.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,12,0.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,13,2.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,14,5.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,1529,15,1.4999998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,0,2.0625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,1,2.6875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,2,4.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,3,4.8125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,4,3.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,5,2.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,6,2.2500001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,7,4.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,8,0.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,9,1.75,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,10,2.1250001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,11,0.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,12,1.7499998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,13,0.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,14,4.0625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2201,15,0.9375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,0,0.4374995231628418,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,1,3.1875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,2,3.75,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,3,2.8125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,4,2.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,5,2.7499998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,6,2.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,7,2.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,8,0.8125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,9,0.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,10,0.3125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,11,1.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,12,0.49999988079071045,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,13,0.375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,14,4.0625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2201,15,1.0625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,0,4.9062498807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,1,3.2500001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,2,2.1875001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,3,1.3125001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,4,1.7500001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,5,1.3750001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,6,1.1250001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,7,2.6875001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,8,1.2499998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,9,1.2500001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,10,0.12499988079071045,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,11,0.8750001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,12,0.49999988079071045,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,13,0.37500011920928955,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,14,4.4374998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2436,15,3.0625001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,0,1.0312498807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,1,2.3750001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,2,1.8125001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,3,2.0625001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,4,2.500000238418579,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,5,2.8125001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,6,1.375000238418579,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,7,1.3125001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,8,3.4374998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,9,2.375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,10,1.6250001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,11,0.8749997615814209,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,12,1.1250001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,13,0.49999988079071045,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,14,5.8749998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2436,15,4.3750001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,0,1.0937501192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,1,2.3749998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,2,3.1250003576278687,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,3,2.2500001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,4,1.2500001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,5,1.3750001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,6,1.1250001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,7,0.12499988079071045,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,8,1.3124998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,9,1.8750001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,10,0.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,11,2.7500001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,12,1.0000001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,13,0.8749998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,14,0.12500059604644775,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2486,15,0.8124998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,0,1.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,1,1.75,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,2,0.4375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,3,0.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,4,0.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,5,0.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,6,0.375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,7,0.375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,8,0.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,9,0.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,10,2.1875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,11,3.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,12,0.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,13,0.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,14,1.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2486,15,0.6249999403953552,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,0,5.5625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,1,3.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,2,1.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,3,1.3749998807907104,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,4,2.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,5,2.375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,6,1.8750001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,7,2.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,8,5.562500238418579,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,9,1.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,10,2.375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,11,0.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,12,2.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,13,1.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,14,4.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,2557,15,5.6875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,0,5.3125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,1,0.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,2,1.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,3,0.49999988079071045,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,4,0.12499988079071045,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,5,1.7500001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,6,0.8750001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,7,1.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,8,0.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,9,0.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,10,2.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,11,1.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,12,0.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,13,1.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,14,0.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,2557,15,4.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,0,1.8125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,1,2.375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,2,2.1875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,3,0.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,4,0.37500011920928955,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,5,2.7500001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,6,2.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,7,0.9375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,8,0.9375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,9,1.375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,10,2.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,11,0.25000011920928955,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,12,1.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,13,0.75,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,14,0.0625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3172,15,0.8125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,0,2.28125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,1,2.4375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,2,0.0625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,3,1.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,4,0.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,5,1.5000001192092896,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,6,1.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,7,1.1920928955078125e-07,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,8,1.5625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,9,0.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,10,0.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,11,1.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,12,0.25,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,13,0.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,14,1.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,model_choice,3172,15,0.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,0,0.90625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,1,2.6875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,2,0.875,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,3,1.375,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,4,1.0,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,5,2.125,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,6,0.5,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,7,3.0625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,8,2.625,causal_bypass,causal_bypass
base_sas,Base + SAS,unsloth/Llama-3.2-1B-Instruct,candidates,ground_truth,3676,9,0.5,causal_bypass,causal_bypass
